WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
223,BRA,PCPIEPCH,Brazil,"Inflation, end of period consumer prices","1,972.91","1,620.97",472.685,"1,119.09","2,477.15",916.433,22.409,9.564,5.225,1.656,8.94,5.974,7.673,12.53,9.3,7.601,5.69,3.142,4.457,5.902,4.312,5.909,6.503,5.839,5.911,6.408,10.673,6.288,2.947,3.745,3.633,3.873,3.726,3.488,3.487,3.488
223,BRA,FLIBOR6,Brazil,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,BRA,TM_RPCH,Brazil,Volume of imports of goods and services,19.965,9.298,0.46,-4,27.209,23.286,32.924,6.933,21.235,3.756,-16.482,14.122,3.672,-11.972,-3.085,14.033,9.752,15.044,21.196,14.442,-10.969,34.532,8.474,-0.341,8.41,-0.113,-13.46,-8.237,5.154,6.619,2.707,6.454,5.755,5.097,5.195,4.653
223,BRA,TMG_RPCH,Brazil,Volume of Imports of goods,14.932,8.155,9.505,-2.209,29.571,29.07,38.812,6.08,17.927,2.136,-14.78,12.867,3.013,-11.846,-3.883,17.745,5.307,15.927,21.804,17.28,-17.072,36.775,9.073,-2.249,8.522,-2.416,-15.206,-11.201,5.974,12.816,1.348,6.454,5.462,4.657,4.898,4.356
223,BRA,TX_RPCH,Brazil,Volume of exports of goods and services,1.367,-12.285,0.298,11.994,7.078,10.409,10.063,2.538,12.394,5.957,7.23,13.306,8.383,8.564,14.237,17.802,9.771,3.933,6.261,-1.919,-8.69,7.124,2.332,1.095,2.738,-0.277,8.092,3.674,11.401,7.005,0.151,6.571,4.369,5.368,4.237,4.017
223,BRA,TXG_RPCH,Brazil,Volume of exports of goods,0.154,-7.689,3.459,14.251,12.525,7.67,10.425,2.712,9.919,3.773,8.301,10.908,9.087,8.658,15.605,18.962,9.379,3.566,5.502,-2.27,-10.581,8.749,3.012,-0.253,2.993,-2.053,8.135,3.439,13.5,8.539,0.151,6.97,4.243,5.239,4.077,3.855
223,BRA,LUR,Brazil,Unemployment rate,n/a,n/a,10.1,11.6,11,10.5,9.9,11.2,11.6,14.7,14.7,13.9,12.5,13,13.7,12.9,11.4,11.5,10.9,9.4,9.7,8.5,7.8,7.4,7.2,6.783,8.283,11.258,12.767,12.258,11.8,10.8,10,9.7,9.5,9.4
223,BRA,LE,Brazil,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,BRA,LP,Brazil,Population,142.307,146.593,149.094,151.547,153.986,156.431,158.875,163.538,166.104,168.693,171.256,173.766,176.209,178.499,180.708,182.865,184.991,187.062,189.038,191.01,192.981,194.891,196.604,198.315,200.004,201.718,203.476,205.157,206.805,208.495,209.962,211.376,212.735,214.037,215.284,216.475
223,BRA,GGR,Brazil,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,281.244,314.161,337.59,374.326,373.664,435.007,513.565,615.259,690.945,786.229,858.351,948.851,"1,115.72","1,130.28","1,401.57","1,536.49","1,671.13","1,838.92","1,877.92","1,692.54","1,921.32","2,003.52","2,133.40","2,214.73","2,351.47","2,494.97","2,660.73","2,848.25","3,029.97"
223,BRA,GGR_NGDP,Brazil,General government revenue,n/a,n/a,n/a,n/a,n/a,n/a,n/a,32.931,32.98,33.648,34.401,31.163,33.063,34.525,35.849,35.338,36.261,35.665,34.906,35.899,33.943,36.087,35.109,34.704,34.493,32.495,28.231,30.668,30.582,31.26,30.773,30.739,30.555,30.567,30.7,30.687
223,BRA,GGX,Brazil,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,326.941,367.515,409.966,430.61,413.47,476.739,579.364,704.201,747.25,863.036,944.36,"1,023.31","1,163.40","1,236.53","1,550.15","1,644.45","1,792.44","1,996.47","2,225.87","2,307.29","2,484.98","2,520.74","2,626.89","2,756.33","2,882.64","3,030.17","3,217.88","3,417.86","3,596.59"
223,BRA,GGX_NGDP,Brazil,General government total expenditure,n/a,n/a,n/a,n/a,n/a,n/a,n/a,38.282,38.581,40.862,39.574,34.483,36.234,38.949,41.031,38.218,39.804,39.239,37.645,37.433,37.133,39.912,37.576,37.223,37.449,38.516,38.485,39.665,38.477,38.491,38.298,37.683,37.109,36.968,36.84,36.426
223,BRA,GGXCNL,Brazil,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-45.698,-53.354,-72.376,-56.284,-39.806,-41.733,-65.799,-88.942,-56.306,-76.808,-86.01,-74.46,-47.684,-106.242,-148.581,-107.963,-121.312,-157.55,-347.954,-614.745,-563.664,-517.219,-493.486,-541.603,-531.174,-535.205,-557.145,-569.606,-566.627
223,BRA,GGXCNL_NGDP,Brazil,General government net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-5.351,-5.601,-7.214,-5.173,-3.32,-3.172,-4.423,-5.182,-2.88,-3.542,-3.574,-2.739,-1.534,-3.19,-3.826,-2.467,-2.519,-2.955,-6.021,-10.254,-8.997,-7.895,-7.231,-7.525,-6.944,-6.554,-6.401,-6.14,-5.739
223,BRA,GGSB,Brazil,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,-41.926,-34.92,-57.531,-68.239,-47.652,-63.927,-74.159,-80.819,-69.875,-103.761,-202.575,-165.926,-175.229,-232.039,-405.243,-591.002,-488.771,-444.475,-431.263,-468.487,-475.175,-501.688,-544.39,-571.827,-570.538
223,BRA,GGSB_NPGDP,Brazil,General government structural balance,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,0,0,0,-3.488,-2.61,-3.805,-3.832,-2.402,-2.894,-3.034,-2.995,-2.299,-3.079,-5.377,-3.956,-3.782,-4.572,-7.307,-9.829,-7.477,-6.518,-6.087,-6.272,-6.044,-6.046,-6.211,-6.158,-5.776
223,BRA,GGXONLB,Brazil,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.041,-5.588,-1.466,32.744,40.51,42.107,47.47,55.653,72.219,81.285,75.916,88.078,117.827,64.769,46.788,128.71,92.551,91.306,-36.574,-112.959,-156.562,-116.172,-114.302,-134.756,-106.271,-50.562,-3.328,50.849,104.708
223,BRA,GGXONLB_NGDP,Brazil,General government primary net lending/borrowing,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-0.005,-0.587,-0.146,3.009,3.378,3.2,3.191,3.243,3.694,3.749,3.154,3.24,3.791,1.945,1.205,2.941,1.922,1.713,-0.633,-1.884,-2.499,-1.773,-1.675,-1.872,-1.389,-0.619,-0.038,0.548,1.06
223,BRA,GGXWDN,Brazil,General government net debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,563.164,677.431,892.292,932.138,982.509,"1,040.05","1,120.05","1,211.76","1,168.24","1,362.71","1,475.82","1,508.55","1,550.08","1,626.34","1,883.15","2,136.89","2,892.91","3,382.94","3,695.84","4,181.14","4,669.83","5,082.78","5,535.48","5,929.34","6,373.56"
223,BRA,GGXWDN_NGDP,Brazil,General government net debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.967,51.488,59.986,54.312,50.25,47.967,46.539,44.578,37.588,40.923,37.998,34.471,32.19,30.506,32.586,35.643,46.176,51.638,54.154,58.095,61.046,62.246,63.593,63.91,64.551
223,BRA,GGXWDG,Brazil,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,786.135,921.736,"1,173.13","1,268.24","1,371.93","1,488.70","1,586.51","1,744.78","1,938.47","2,181.90","2,449.83","2,678.50","2,994.57","3,209.25","3,600.87","4,351.32","4,908.00","5,507.56","5,998.50","6,590.16","7,182.94","7,717.63","8,296.66","8,818.18","9,366.65"
223,BRA,GGXWDG_NGDP,Brazil,General government gross debt,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,65.563,70.056,78.866,73.896,70.167,68.659,65.92,64.186,62.371,65.523,63.076,61.205,62.187,60.197,62.309,72.58,78.341,84.068,87.894,91.568,93.898,94.514,95.315,95.048,94.865
223,BRA,NGDP_FY,Brazil,"Gross domestic product corresponding to fiscal year, current prices",--,0.011,0.059,0.627,13.799,349.258,720.349,854.029,952.569,"1,003.29","1,088.12","1,199.06","1,315.71","1,487.51","1,716.25","1,955.24","2,168.24","2,406.71","2,718.30","3,107.98","3,329.97","3,883.91","4,376.30","4,815.39","5,331.21","5,779.09","5,995.24","6,264.94","6,551.29","6,824.68","7,197.01","7,649.75","8,165.57","8,704.50","9,277.61","9,873.67"
223,BRA,BCA,Brazil,Current account balance,1.034,-3.785,-1.405,6.145,-0.592,-1.681,-18.712,-23.843,-30.852,-33.892,-25.869,-24.794,-23.721,-8.097,3.76,11.347,13.547,13.03,0.408,-30.64,-26.261,-79.014,-76.288,-83.8,-79.792,-101.431,-54.472,-24.009,-7.235,-14.511,-22.317,-19.639,-22.536,-25.118,-31.724,-37.562
223,BRA,BCA_NGDPD,Brazil,Current account balance,0.235,-0.832,-0.352,1.607,-0.138,-0.308,-2.379,-2.804,-3.489,-3.918,-4.313,-3.783,-4.236,-1.59,0.674,1.698,1.521,1.178,0.029,-1.808,-1.575,-3.579,-2.918,-3.4,-3.228,-4.13,-3.026,-1.337,-0.352,-0.777,-1.208,-1.037,-1.134,-1.205,-1.449,-1.636
516,BRN,NGDP_R,Brunei Darussalam,"Gross domestic product, constant prices",12.948,13.089,13.501,14.143,14.186,14.633,15.288,15.728,15.496,15.41,15.88,16.333,16.781,17.431,17.937,18.028,18.098,18.896,18.919,18.544,18.207,18.69,19.39,19.567,19.151,18.671,18.595,18.137,18.377,18.387,18.721,19.601,20.306,21.024,21.535,21.99
516,BRN,NGDP_RPCH,Brunei Darussalam,"Gross domestic product, constant prices",2.206,1.085,3.148,4.759,0.301,3.149,4.477,2.881,-1.475,-0.56,3.053,2.853,2.745,3.872,2.903,0.504,0.388,4.412,0.12,-1.979,-1.819,2.652,3.744,0.913,-2.125,-2.508,-0.405,-2.465,1.327,0.053,1.814,4.702,3.595,3.539,2.428,2.116
516,BRN,NGDP,Brunei Darussalam,"Gross domestic product, current prices",6.464,7.084,7.098,7.568,7.364,6.93,7.449,8.007,8.565,7.524,8.654,11.485,11.14,11.615,12.682,14.771,17.611,20.237,20.461,22.681,17.298,18.69,23.303,23.802,22.639,21.664,17.778,15.748,16.747,18.301,16.907,17.281,17.498,17.879,18.213,18.575
516,BRN,NGDPD,Brunei Darussalam,"Gross domestic product, current prices",3.314,3.908,4.109,4.646,4.558,4.537,5.255,5.679,5.769,4.496,5.106,6.662,6.218,6.487,7.279,8.739,10.581,12.736,13.576,16.005,11.892,13.707,18.525,19.047,18.092,17.098,12.931,11.399,12.128,13.568,12.455,12.812,13.096,13.511,13.903,14.328
516,BRN,PPPGDP,Brunei Darussalam,"Gross domestic product, current prices",13.567,14.228,15.172,16.256,16.692,17.585,18.758,19.651,19.695,19.805,20.705,21.771,22.86,24.12,25.282,26.093,27.01,29.055,29.872,29.85,29.531,30.667,32.48,33.405,33.269,33.035,33.244,32.76,33.82,34.662,35.92,38.356,40.554,42.832,44.75,46.616
516,BRN,NGDP_D,Brunei Darussalam,"Gross domestic product, deflator",49.922,54.119,52.574,53.506,51.913,47.362,48.723,50.909,55.274,48.828,54.498,70.318,66.385,66.634,70.702,81.934,97.31,107.096,108.151,122.308,95.008,100,120.181,121.647,118.213,116.03,95.607,86.829,91.131,99.53,90.31,88.162,86.172,85.041,84.573,84.467
516,BRN,NGDPRPC,Brunei Darussalam,"Gross domestic product per capita, constant prices","52,571.55","51,653.02","51,830.50","52,932.03","51,868.60","52,055.60","53,212.61","53,407.26","51,363.51","49,788.51","50,110.42","50,286.40","50,418.09","50,642.38","51,307.74","50,118.57","50,481.36","51,840.97","51,131.72","49,451.53","47,900.58","48,318.98","49,290.76","49,076.14","47,485.52","45,806.25","45,089.65","43,466.21","42,787.62","41,562.16","41,893.98","43,443.48","44,523.27","45,598.24","46,199.39","46,680.28"
516,BRN,NGDPRPPPPC,Brunei Darussalam,"Gross domestic product per capita, constant prices","88,063.41","86,524.77","86,822.07","88,667.25","86,885.89","87,199.14","89,137.26","89,463.31","86,039.80","83,401.49","83,940.73","84,235.51","84,456.12","84,831.83","85,946.39","83,954.38","84,562.11","86,839.61","85,651.53","82,837.02","80,239.00","80,939.87","82,567.71","82,208.20","79,543.72","76,730.74","75,530.36","72,810.92","71,674.20","69,621.41","70,177.25","72,772.84","74,581.62","76,382.32","77,389.31","78,194.85"
516,BRN,NGDPPC,Brunei Darussalam,"Gross domestic product per capita, current prices","26,244.78","27,953.91","27,249.30","28,321.57","26,926.42","24,654.32","25,926.71","27,188.87","28,390.79","24,310.92","27,309.27","35,360.34","33,470.15","33,744.93","36,275.58","41,063.91","49,123.21","55,519.53","55,299.67","60,483.01","45,509.38","48,318.98","59,238.01","59,699.79","56,133.85","53,149.15","43,108.65","37,741.15","38,992.87","41,366.77","37,834.62","38,300.62","38,366.77","38,777.11","39,072.34","39,429.27"
516,BRN,NGDPDPC,Brunei Darussalam,"Gross domestic product per capita, current prices","13,457.08","15,422.57","15,773.38","17,386.22","16,664.55","16,140.90","18,292.06","19,282.33","19,120.87","14,526.11","16,112.08","20,511.08","18,680.43","18,845.72","20,821.91","24,294.89","29,514.11","34,941.38","36,692.72","42,678.82","31,287.18","35,437.22","47,092.30","47,772.21","44,860.43","41,947.16","31,355.74","27,318.05","28,236.77","30,668.37","27,871.45","28,396.71","28,714.65","29,303.13","29,827.56","30,413.91"
516,BRN,PPPPC,Brunei Darussalam,"Gross domestic product per capita, current prices","55,084.81","56,147.89","58,246.33","60,839.90","61,030.10","62,557.98","65,289.29","66,727.98","65,281.12","63,991.63","65,335.36","67,030.38","68,679.86","70,076.80","72,315.91","72,541.54","75,342.46","79,713.23","80,734.81","79,600.51","77,691.84","79,283.67","82,567.71","83,785.04","82,491.75","81,047.24","80,609.91","78,512.23","78,742.00","78,350.31","80,383.64","85,011.22","88,922.47","92,895.53","96,003.85","98,955.59"
516,BRN,NGAP_NPGDP,Brunei Darussalam,Output gap in percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,PPPSH,Brunei Darussalam,Gross domestic product based on purchasing-power-parity (PPP) share of world total,0.053,0.052,0.052,0.049,0.048,0.048,0.049,0.048,0.046,0.044,0.044,0.043,0.044,0.044,0.043,0.042,0.04,0.039,0.037,0.036,0.035,0.034,0.034,0.033,0.032,0.03,0.029,0.027,0.026,0.026,0.025,0.026,0.026,0.026,0.025,0.025
516,BRN,PPPEX,Brunei Darussalam,Implied PPP conversion rate,0.476,0.498,0.468,0.466,0.441,0.394,0.397,0.407,0.435,0.38,0.418,0.528,0.487,0.482,0.502,0.566,0.652,0.696,0.685,0.76,0.586,0.609,0.717,0.713,0.68,0.656,0.535,0.481,0.495,0.528,0.471,0.451,0.431,0.417,0.407,0.398
516,BRN,NID_NGDP,Brunei Darussalam,Total investment,n/a,n/a,n/a,n/a,n/a,n/a,94.241,106.201,91.249,86.925,54.966,33.399,37.437,54.543,38.581,34.576,30.007,25.427,34.929,36.71,50.503,41.711,34.319,35.398,39.593,27.442,35.247,34.62,34.805,41.067,46.23,45.433,45.223,44.649,44.439,44.429
516,BRN,NGSD_NGDP,Brunei Darussalam,Gross national savings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,PCPI,Brunei Darussalam,"Inflation, average consumer prices",76.562,78.195,79.433,80.433,83.883,85.936,91.068,92.858,94.441,94.041,94.033,95.138,95.711,93.522,93.802,94.644,95.673,95.82,96.746,98.763,99.793,100.008,100.149,100.261,100.652,100.443,100.026,99.287,99.117,99.265,99.338,99.487,99.686,99.886,100.085,100.285
516,BRN,PCPIPCH,Brunei Darussalam,"Inflation, average consumer prices",1.31,2.133,1.583,1.259,4.288,2.448,5.972,1.965,1.705,-0.424,-0.008,1.174,0.603,-2.288,0.3,0.897,1.087,0.154,0.966,2.085,1.043,0.216,0.141,0.112,0.389,-0.207,-0.415,-0.739,-0.171,0.149,0.074,0.15,0.2,0.2,0.2,0.2
516,BRN,PCPIE,Brunei Darussalam,"Inflation, end of period consumer prices",n/a,n/a,79.433,80.433,83.883,85.936,91.068,92.858,94.441,94.041,94.033,95.138,95.711,93.522,94.384,95.977,95.99,95.693,97.538,99.383,99.904,100.1,100.254,100.291,100.449,101.684,100.718,99.061,99.037,99.085,99.184,99.382,99.581,99.78,99.98,100.18
516,BRN,PCPIEPCH,Brunei Darussalam,"Inflation, end of period consumer prices",n/a,n/a,n/a,1.259,4.288,2.448,5.972,1.965,1.705,-0.424,-0.008,1.174,0.603,-2.288,0.922,1.688,0.014,-0.31,1.929,1.891,0.525,0.196,0.154,0.038,0.157,1.229,-0.95,-1.645,-0.024,0.048,0.1,0.2,0.2,0.2,0.2,0.2
516,BRN,FLIBOR6,Brunei Darussalam,Six-month London interbank offered rate (LIBOR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,TM_RPCH,Brunei Darussalam,Volume of imports of goods and services,24.519,17.948,14.31,24.155,3.432,-7.346,15.88,21.164,-16.658,-13.444,-3.633,-6.233,3.183,13.344,-8.074,3.76,2.847,2.809,9.571,7.767,5.151,-3.108,10.429,10.531,-4.131,-30.903,-11.711,2.717,1.286,28.072,6.857,35.659,14.933,2.681,0.936,1.141
516,BRN,TMG_RPCH,Brunei Darussalam,Volume of Imports of goods,13.612,10.06,12.206,22.779,24.344,-4.879,5.345,20.5,-28.838,-24.49,-7.722,-20.176,2.381,47.407,-19.959,2.88,5.197,8.523,23.154,16.449,4.633,-10.003,15.252,24.273,-2.812,-23.195,-9.409,-11.381,16.058,30.068,1.814,39.26,14.762,2.094,1.356,1.053
516,BRN,TX_RPCH,Brunei Darussalam,Volume of exports of goods and services,-0.451,1.278,8.769,6.042,-2.787,2.849,16.814,-3.444,-5.068,-9.952,13.962,11.889,1.303,5.772,2.264,-0.714,-1.26,4.422,-9.194,-7.054,-6.66,11.705,-4.575,-2.798,-9.284,0.862,-10.806,-1.891,-5.336,5.705,4.554,32.472,12.852,4.241,2.278,1.277
516,BRN,TXG_RPCH,Brunei Darussalam,Volume of exports of goods,-0.481,1.138,7.492,3.627,-1.256,3.723,8.035,-7.047,-1.805,-6.434,10.806,12.731,-2.397,7.93,2.541,-3.044,-2.941,4.81,-9.018,-7.442,-7.282,11.89,-5.068,-2.494,-9.798,-0.603,-12.513,-0.644,-5.915,5.942,4.617,32.326,12.907,4.241,2.264,1.287
516,BRN,LUR,Brunei Darussalam,Unemployment rate,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,9.3,8.5,7.7,6.9,7.7,8.5,9.3,9.316,9.316,9.316,9.316,9.316,9.316,9.316
516,BRN,LE,Brunei Darussalam,Employment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,LP,Brunei Darussalam,Population,0.246,0.253,0.26,0.267,0.274,0.281,0.287,0.295,0.302,0.31,0.317,0.325,0.333,0.344,0.35,0.36,0.359,0.365,0.37,0.375,0.38,0.387,0.393,0.399,0.403,0.408,0.412,0.417,0.43,0.442,0.447,0.451,0.456,0.461,0.466,0.471
516,BRN,GGR,Brunei Darussalam,General government revenue,2.526,2.706,2.686,2.325,2.274,2.246,2.451,2.859,2.843,1.916,2.536,5.084,4.232,4.268,4.93,6.151,7.983,9.647,6.636,14.31,6.65,8.184,12.896,11.134,10.551,8.159,4.294,2.783,4.347,5.233,4.045,4.173,4.165,4.217,4.399,4.616
516,BRN,GGR_NGDP,Brunei Darussalam,General government revenue,39.148,38.278,37.906,30.781,30.936,32.475,32.963,35.778,33.252,25.51,29.358,44.352,38.061,36.812,38.948,41.719,45.328,47.67,32.432,63.09,38.445,43.79,55.341,46.777,46.608,37.664,24.154,17.671,25.956,28.596,23.923,24.149,23.802,23.589,24.153,24.852
516,BRN,GGX,Brunei Darussalam,General government total expenditure,2.901,2.852,2.782,3.071,3.427,4.314,4.457,3.744,4.076,4.066,4.324,4.298,3.945,4.803,3.91,4.888,5.107,5.652,5.998,6.141,6.026,6.762,6.923,7.377,7.603,7.385,6.876,6.197,6.126,5.885,5.984,6.131,6.114,6.103,6.11,6.106
516,BRN,GGX_NGDP,Brunei Darussalam,General government total expenditure,44.967,40.33,39.265,40.651,46.623,62.358,59.952,46.839,47.676,54.134,50.059,37.492,35.476,41.426,30.887,33.154,28.999,27.931,29.315,27.076,34.835,36.178,29.71,30.991,33.582,34.088,38.677,39.352,36.579,32.155,35.393,35.478,34.943,34.132,33.549,32.873
516,BRN,GGXCNL,Brunei Darussalam,General government net lending/borrowing,-0.375,-0.145,-0.096,-0.745,-1.153,-2.067,-2.007,-0.884,-1.233,-2.15,-1.788,0.786,0.287,-0.535,1.02,1.263,2.876,3.995,0.638,8.168,0.624,1.423,5.973,3.757,2.949,0.775,-2.582,-3.414,-1.779,-0.651,-1.939,-1.958,-1.949,-1.885,-1.711,-1.49
516,BRN,GGXCNL_NGDP,Brunei Darussalam,General government net lending/borrowing,-5.819,-2.052,-1.359,-9.869,-15.687,-29.883,-26.989,-11.062,-14.424,-28.624,-20.701,6.86,2.585,-4.614,8.061,8.565,16.328,19.739,3.118,36.014,3.61,7.612,25.632,15.786,13.025,3.576,-14.523,-21.68,-10.623,-3.559,-11.47,-11.329,-11.141,-10.544,-9.396,-8.02
516,BRN,GGSB,Brunei Darussalam,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,GGSB_NPGDP,Brunei Darussalam,General government structural balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,GGXONLB,Brunei Darussalam,General government primary net lending/borrowing,-0.375,-0.145,-0.096,-0.745,-1.153,-2.067,-2.007,-0.884,-1.233,-2.15,-1.788,0.786,0.287,-0.535,1.02,1.263,2.876,3.995,0.638,8.168,0.624,1.423,5.973,3.757,2.949,0.775,-2.582,-3.414,-1.779,-0.651,-1.939,-1.958,-1.949,-1.885,-1.711,-1.49
516,BRN,GGXONLB_NGDP,Brunei Darussalam,General government primary net lending/borrowing,-5.819,-2.052,-1.359,-9.869,-15.687,-29.883,-26.989,-11.062,-14.424,-28.624,-20.701,6.86,2.585,-4.614,8.061,8.565,16.328,19.739,3.118,36.014,3.61,7.612,25.632,15.786,13.025,3.576,-14.523,-21.68,-10.623,-3.559,-11.47,-11.329,-11.141,-10.544,-9.396,-8.02
516,BRN,GGXWDN,Brunei Darussalam,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,GGXWDN_NGDP,Brunei Darussalam,General government net debt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,BRN,GGXWDG,Brunei Darussalam,General government gross debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.14,0.213,0.192,0.208,0.496,0.5,0.5,0.7,0.525,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473,0.473
516,BRN,GGXWDG_NGDP,Brunei Darussalam,General government gross debt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0.684,0.939,1.11,1.113,2.129,2.101,2.209,3.231,2.953,3.005,2.826,2.586,2.799,2.738,2.704,2.647,2.598,2.548
516,BRN,NGDP_FY,Brunei Darussalam,"Gross domestic product corresponding to fiscal year, current prices",6.452,7.07,7.085,7.554,7.351,6.918,7.435,7.992,8.55,7.51,8.638,11.464,11.12,11.594,12.659,14.743,17.611,20.237,20.461,22.681,17.298,18.69,23.303,23.802,22.639,21.664,17.778,15.748,16.747,18.301,16.907,17.281,17.498,17.879,18.213,18.575
516,BRN,BCA,Brunei Darussalam,Current account balance,2.153,2.355,2.466,1.81,1.225,1.588,1.154,1.354,1.212,0.752,1.545,2.998,2.603,2.347,2.904,3.325,4.507,5.752,5.857,6.953,3.842,5.016,6.43,5.683,3.778,5.459,2.157,1.47,1.985,1.068,1.06,1.539,1.814,2.144,2.452,2.831
516,BRN,BCA_NGDPD,Brunei Darussalam,Current account balance,64.969,60.271,60.012,38.951,26.873,34.999,21.967,23.836,21.018,16.718,30.257,45.006,41.859,36.188,39.888,38.05,42.599,45.164,43.138,43.444,32.303,36.595,34.709,29.838,20.881,31.927,16.682,12.9,16.367,7.87,8.508,12.009,13.849,15.868,17.633,19.76
918,BGR,NGDP_R,Bulgaria,"Gross domestic product, constant prices",77.416,70.371,62.802,57.511,50.825,48.962,48.178,44.303,43.574,45.692,45.467,47.743,49.543,52.484,55.19,58.742,62.927,67.252,72.192,76.539,73.794,74.771,76.203,76.227,76.603,78.011,80.719,83.896,87.094,89.777,93.099,96.078,98.961,101.732,104.58,107.508
918,BGR,NGDP_RPCH,Bulgaria,"Gross domestic product, constant prices",-0.5,-9.1,-10.755,-8.426,-11.625,-3.665,-1.601,-8.043,-1.646,4.861,-0.494,5.005,3.77,5.938,5.156,6.435,7.123,6.874,7.344,6.022,-3.586,1.324,1.915,0.031,0.494,1.838,3.471,3.937,3.811,3.081,3.7,3.2,3,2.8,2.8,2.8
918,BGR,NGDP,Bulgaria,"Gross domestic product, current prices",0.038,0.044,0.13,0.193,0.287,0.504,0.844,1.688,16.859,23.285,24.811,27.928,30.751,33.806,36.357,40.886,46.651,53.219,63.464,72.756,72.986,74.771,80.759,82.04,81.866,83.756,88.575,94.13,101.043,107.925,115.371,122.404,129.48,136.7,144.321,152.368
918,BGR,NGDPD,Bulgaria,"Gross domestic product, current prices",44.835,19.768,1.937,7.861,4.266,7.5,12.564,9.491,10.024,13.227,13.501,13.153,14.076,16.277,20.984,25.958,29.636,34.131,44.41,54.408,51.885,50.611,57.42,53.901,55.557,56.815,50.201,53.236,58.342,65.197,66.25,70.126,74.895,79.665,84.587,89.964
918,BGR,PPPGDP,Bulgaria,"Gross domestic product, current prices",77.735,73.305,67.634,63.346,57.309,56.387,56.648,53.045,53.072,56.279,56.809,60.986,64.673,69.597,74.545,81.478,90.001,99.099,109.235,118.066,114.7,117.572,122.327,124.712,127.527,132.274,138.29,145.222,153.596,162.186,171.185,180.17,189.405,198.613,208.26,218.4
918,BGR,NGDP_D,Bulgaria,"Gross domestic product, deflator",0.049,0.062,0.207,0.335,0.564,1.029,1.752,3.811,38.69,50.96,54.57,58.497,62.07,64.412,65.875,69.603,74.136,79.133,87.91,95.057,98.905,100,105.979,107.627,106.87,107.365,109.733,112.198,116.016,120.214,123.922,127.4,130.84,134.373,138.001,141.727
918,BGR,NGDPRPC,Bulgaria,"Gross domestic product per capita, constant prices","8,771.19","8,023.57","7,221.46","6,682.06","5,974.35","5,824.13","5,796.18","5,386.13","5,338.45","5,637.35","5,636.15","5,858.34","6,278.28","6,689.47","7,074.54","7,568.84","8,152.44","8,757.63","9,448.88","10,062.24","9,756.35","9,963.03","10,400.00","10,464.16","10,572.26","10,831.53","11,283.36","11,813.30","12,353.69","12,825.27","13,376.05","13,883.21","14,386.03","14,878.10","15,387.01","15,913.33"
