,Year,Series,Value
Burundi,2017,International migrant stock: Both sexes (number),299569
Burundi,2017,International migrant stock: Both sexes (% total population),2.7574
Burundi,2017,International migrant stock: Male (% total Population),2.7606
Burundi,2017,International migrant stock: Female (% total Population),2.7542
Burundi,2017,Total refugees and people in refugee-like situations (number),59424
Burundi,2017,"Asylum seekers, including pending cases (number)",3870
Burundi,2017,Other of concern to UNHCR (number),123643
Burundi,2017,Total population of concern to UNHCR (number),186937
Burundi,2018,Total refugees and people in refugee-like situations (number),67963
Burundi,2018,"Asylum seekers, including pending cases (number)",4646
Burundi,2018,Other of concern to UNHCR (number),80357
Burundi,2018,Total population of concern to UNHCR (number),152966
Cabo Verde,2005,International migrant stock: Both sexes (number),12700
Cabo Verde,2005,International migrant stock: Both sexes (% total population),2.6761
Cabo Verde,2005,International migrant stock: Male (% total Population),2.81
Cabo Verde,2005,International migrant stock: Female (% total Population),2.548
Cabo Verde,2005,Other of concern to UNHCR (number),1
Cabo Verde,2005,Total population of concern to UNHCR (number),1
Cabo Verde,2010,International migrant stock: Both sexes (number),14373
Cabo Verde,2010,International migrant stock: Both sexes (% total population),2.861
Cabo Verde,2010,International migrant stock: Male (% total Population),2.9219
Cabo Verde,2010,International migrant stock: Female (% total Population),2.8008
Cabo Verde,2015,International migrant stock: Both sexes (number),14924
Cabo Verde,2015,International migrant stock: Both sexes (% total population),2.8005
Cabo Verde,2015,International migrant stock: Male (% total Population),2.844
Cabo Verde,2015,International migrant stock: Female (% total Population),2.7573
Cabo Verde,2015,Other of concern to UNHCR (number),115
Cabo Verde,2015,Total population of concern to UNHCR (number),115
Cabo Verde,2017,International migrant stock: Both sexes (number),15295
Cabo Verde,2017,International migrant stock: Both sexes (% total population),2.7993
Cabo Verde,2017,International migrant stock: Male (% total Population),2.841
Cabo Verde,2017,International migrant stock: Female (% total Population),2.7579
Cabo Verde,2017,Other of concern to UNHCR (number),115
Cabo Verde,2017,Total population of concern to UNHCR (number),115
Cabo Verde,2018,Other of concern to UNHCR (number),115
Cabo Verde,2018,Total population of concern to UNHCR (number),115
Cambodia,2005,International migrant stock: Both sexes (number),114031
Cambodia,2005,International migrant stock: Both sexes (% total population),0.8593
Cambodia,2005,International migrant stock: Male (% total Population),0.893
Cambodia,2005,International migrant stock: Female (% total Population),0.8276
Cambodia,2005,Total refugees and people in refugee-like situations (number),127
Cambodia,2005,"Asylum seekers, including pending cases (number)",68
Cambodia,2005,Other of concern to UNHCR (number),207
Cambodia,2005,Total population of concern to UNHCR (number),402
Cambodia,2010,International migrant stock: Both sexes (number),81977
Cambodia,2010,International migrant stock: Both sexes (% total population),0.5729
Cambodia,2010,International migrant stock: Male (% total Population),0.6224
Cambodia,2010,International migrant stock: Female (% total Population),0.5259
Cambodia,2010,Total refugees and people in refugee-like situations (number),129
Cambodia,2010,"Asylum seekers, including pending cases (number)",51
Cambodia,2010,Total population of concern to UNHCR (number),180
Cambodia,2015,International migrant stock: Both sexes (number),73963
Cambodia,2015,International migrant stock: Both sexes (% total population),0.4766
Cambodia,2015,International migrant stock: Male (% total Population),0.5266
Cambodia,2015,International migrant stock: Female (% total Population),0.4291
Cambodia,2015,Total refugees and people in refugee-like situations (number),80
Cambodia,2015,"Asylum seekers, including pending cases (number)",33
Cambodia,2015,Other of concern to UNHCR (number),131
Cambodia,2015,Total population of concern to UNHCR (number),244
Cambodia,2017,International migrant stock: Both sexes (number),76329
Cambodia,2017,International migrant stock: Both sexes (% total population),0.4769
Cambodia,2017,International migrant stock: Male (% total Population),0.5266
Cambodia,2017,International migrant stock: Female (% total Population),0.4295
Cambodia,2017,Total refugees and people in refugee-like situations (number),70
Cambodia,2017,"Asylum seekers, including pending cases (number)",54
Cambodia,2017,Other of concern to UNHCR (number),10
Cambodia,2017,Total population of concern to UNHCR (number),134
Cambodia,2018,Total refugees and people in refugee-like situations (number),67
Cambodia,2018,"Asylum seekers, including pending cases (number)",47
Cambodia,2018,Total population of concern to UNHCR (number),114
Cameroon,2005,International migrant stock: Both sexes (number),258737
Cameroon,2005,International migrant stock: Both sexes (% total population),1.4852
Cameroon,2005,International migrant stock: Male (% total Population),1.637
Cameroon,2005,International migrant stock: Female (% total Population),1.3338
Cameroon,2005,Total refugees and people in refugee-like situations (number),52042
Cameroon,2005,"Asylum seekers, including pending cases (number)",6766
Cameroon,2005,Other of concern to UNHCR (number),7444
Cameroon,2005,Total population of concern to UNHCR (number),66252
Cameroon,2010,International migrant stock: Both sexes (number),289091
Cameroon,2010,International migrant stock: Both sexes (% total population),1.4476
Cameroon,2010,International migrant stock: Male (% total Population),1.604
Cameroon,2010,International migrant stock: Female (% total Population),1.2912
Cameroon,2010,Total refugees and people in refugee-like situations (number),104275
Cameroon,2010,"Asylum seekers, including pending cases (number)",2383
Cameroon,2010,Other of concern to UNHCR (number),66
Cameroon,2010,Total population of concern to UNHCR (number),106724
Cameroon,2015,International migrant stock: Both sexes (number),508357
Cameroon,2015,International migrant stock: Both sexes (% total population),2.2263
Cameroon,2015,International migrant stock: Male (% total Population),2.1999
Cameroon,2015,International migrant stock: Female (% total Population),2.2527
Cameroon,2015,Total refugees and people in refugee-like situations (number),302293
Cameroon,2015,"Asylum seekers, including pending cases (number)",7835
Cameroon,2015,Other of concern to UNHCR (number),81693
Cameroon,2015,Total population of concern to UNHCR (number),391821
Cameroon,2017,International migrant stock: Both sexes (number),540266
Cameroon,2017,International migrant stock: Both sexes (% total population),2.2461
Cameroon,2017,International migrant stock: Male (% total Population),2.215
Cameroon,2017,International migrant stock: Female (% total Population),2.2772
Cameroon,2017,Total refugees and people in refugee-like situations (number),322777
Cameroon,2017,"Asylum seekers, including pending cases (number)",4409
Cameroon,2017,Other of concern to UNHCR (number),226260
Cameroon,2017,Total population of concern to UNHCR (number),553446
Cameroon,2018,Total refugees and people in refugee-like situations (number),360162
Cameroon,2018,"Asylum seekers, including pending cases (number)",7427
Cameroon,2018,Other of concern to UNHCR (number),223221
Cameroon,2018,Total population of concern to UNHCR (number),590810
Canada,2005,International migrant stock: Both sexes (number),6078985
Canada,2005,International migrant stock: Both sexes (% total population),18.8274
Canada,2005,International migrant stock: Male (% total Population),18.2167
Canada,2005,International migrant stock: Female (% total Population),19.4278
Canada,2005,Total refugees and people in refugee-like situations (number),147171
Canada,2005,"Asylum seekers, including pending cases (number)",20552
Canada,2005,Other of concern to UNHCR (number),12
Canada,2005,Total population of concern to UNHCR (number),167735
Canada,2010,International migrant stock: Both sexes (number),6761226
Canada,2010,International migrant stock: Both sexes (% total population),19.7878
Canada,2010,International migrant stock: Male (% total Population),19.092
Canada,2010,International migrant stock: Female (% total Population),20.4729
Canada,2010,Total refugees and people in refugee-like situations (number),165549
Canada,2010,"Asylum seekers, including pending cases (number)",51025
Canada,2010,Other of concern to UNHCR (number),7
Canada,2010,Total population of concern to UNHCR (number),216581
Canada,2015,International migrant stock: Both sexes (number),7561226
Canada,2015,International migrant stock: Both sexes (% total population),21.0328
Canada,2015,International migrant stock: Male (% total Population),20.2974
Canada,2015,International migrant stock: Female (% total Population),21.7566
Canada,2015,Total refugees and people in refugee-like situations (number),135888
Canada,2015,"Asylum seekers, including pending cases (number)",19951
Canada,2015,Total population of concern to UNHCR (number),155839
Canada,2017,International migrant stock: Both sexes (number),7861226
Canada,2017,International migrant stock: Both sexes (% total population),21.4646
Canada,2017,International migrant stock: Male (% total Population),20.7081
Canada,2017,International migrant stock: Female (% total Population),22.2096
Canada,2017,Total refugees and people in refugee-like situations (number),101256
Canada,2017,"Asylum seekers, including pending cases (number)",33261
Canada,2017,Total population of concern to UNHCR (number),134517
Canada,2018,Total refugees and people in refugee-like situations (number),110123
Canada,2018,"Asylum seekers, including pending cases (number)",63830
Canada,2018,Other of concern to UNHCR (number),3790
Canada,2018,Total population of concern to UNHCR (number),177743
Cayman Islands,2005,International migrant stock: Both sexes (number),21655
Cayman Islands,2005,International migrant stock: Both sexes (% total population),44.5375
Cayman Islands,2010,International migrant stock: Both sexes (number),24057
Cayman Islands,2010,International migrant stock: Both sexes (% total population),43.3405
Cayman Islands,2010,Total refugees and people in refugee-like situations (number),1
Cayman Islands,2010,"Asylum seekers, including pending cases (number)",4
Cayman Islands,2010,Total population of concern to UNHCR (number),5
Cayman Islands,2015,International migrant stock: Both sexes (number),23726
Cayman Islands,2015,International migrant stock: Both sexes (% total population),39.5677
Cayman Islands,2015,Total refugees and people in refugee-like situations (number),6
Cayman Islands,2015,"Asylum seekers, including pending cases (number)",1
Cayman Islands,2015,Other of concern to UNHCR (number),100
Cayman Islands,2015,Total population of concern to UNHCR (number),107
Cayman Islands,2017,International migrant stock: Both sexes (number),24355
Cayman Islands,2017,International migrant stock: Both sexes (% total population),39.5637
Cayman Islands,2017,Total refugees and people in refugee-like situations (number),25
Cayman Islands,2017,"Asylum seekers, including pending cases (number)",32
Cayman Islands,2017,Total population of concern to UNHCR (number),57
Cayman Islands,2018,Total refugees and people in refugee-like situations (number),33
Cayman Islands,2018,"Asylum seekers, including pending cases (number)",32
Cayman Islands,2018,Total population of concern to UNHCR (number),65
Central African Republic,2005,International migrant stock: Both sexes (number),94449
Central African Republic,2005,International migrant stock: Both sexes (% total population),2.2881
Central African Republic,2005,International migrant stock: Male (% total Population),2.4687
Central African Republic,2005,International migrant stock: Female (% total Population),2.1124
Central African Republic,2005,Total refugees and people in refugee-like situations (number),24569
Central African Republic,2005,"Asylum seekers, including pending cases (number)",1960
Central African Republic,2005,Other of concern to UNHCR (number),2167
Central African Republic,2005,Total population of concern to UNHCR (number),28696
Central African Republic,2010,International migrant stock: Both sexes (number),93466
Central African Republic,2010,International migrant stock: Both sexes (% total population),2.1011
Central African Republic,2010,International migrant stock: Male (% total Population),2.2666
Central African Republic,2010,International migrant stock: Female (% total Population),1.9399
Central African Republic,2010,Total refugees and people in refugee-like situations (number),21574
Central African Republic,2010,"Asylum seekers, including pending cases (number)",1219
Central African Republic,2010,Other of concern to UNHCR (number),192531
Central African Republic,2010,Total population of concern to UNHCR (number),215324
Central African Republic,2015,International migrant stock: Both sexes (number),81598
Central African Republic,2015,International migrant stock: Both sexes (% total population),1.7949
Central African Republic,2015,International migrant stock: Male (% total Population),1.925
Central African Republic,2015,International migrant stock: Female (% total Population),1.6683
Central African Republic,2015,Total refugees and people in refugee-like situations (number),7906
Central African Republic,2015,"Asylum seekers, including pending cases (number)",394
Central African Republic,2015,Other of concern to UNHCR (number),508904
Central African Republic,2015,Total population of concern to UNHCR (number),517204
Central African Republic,2017,International migrant stock: Both sexes (number),88774
Central African Republic,2017,International migrant stock: Both sexes (% total population),1.9054
Central African Republic,2017,International migrant stock: Male (% total Population),2.0465
Central African Republic,2017,International migrant stock: Female (% total Population),1.768
Central African Republic,2017,Total refugees and people in refugee-like situations (number),11426
Central African Republic,2017,"Asylum seekers, including pending cases (number)",511
Central African Republic,2017,Other of concern to UNHCR (number),637685
Central African Republic,2017,Total population of concern to UNHCR (number),649622
Central African Republic,2018,Total refugees and people in refugee-like situations (number),9079
Central African Republic,2018,"Asylum seekers, including pending cases (number)",514
Central African Republic,2018,Other of concern to UNHCR (number),772833
Central African Republic,2018,Total population of concern to UNHCR (number),782426
Chad,2005,International migrant stock: Both sexes (number),352062
Chad,2005,International migrant stock: Both sexes (% total population),3.4972
Chad,2005,International migrant stock: Male (% total Population),3.1784
Chad,2005,International migrant stock: Female (% total Population),3.8149
Chad,2005,Total refugees and people in refugee-like situations (number),275412
Chad,2005,"Asylum seekers, including pending cases (number)",68
Chad,2005,Total population of concern to UNHCR (number),275480
Chad,2010,International migrant stock: Both sexes (number),416924
Chad,2010,International migrant stock: Both sexes (% total population),3.5073
Chad,2010,International migrant stock: Male (% total Population),3.1417
Chad,2010,International migrant stock: Female (% total Population),3.8732
Chad,2010,Total refugees and people in refugee-like situations (number),347939
Chad,2010,"Asylum seekers, including pending cases (number)",110
Chad,2010,Other of concern to UNHCR (number),185000
Chad,2010,Total population of concern to UNHCR (number),533049
Chad,2015,International migrant stock: Both sexes (number),516968
Chad,2015,International migrant stock: Both sexes (% total population),3.6901
Chad,2015,International migrant stock: Male (% total Population),3.3966
Chad,2015,International migrant stock: Female (% total Population),3.9843
Chad,2015,Total refugees and people in refugee-like situations (number),420774
Chad,2015,"Asylum seekers, including pending cases (number)",2749
Chad,2015,Other of concern to UNHCR (number),50000
Chad,2015,Total population of concern to UNHCR (number),473523
Chad,2017,International migrant stock: Both sexes (number),489690
Chad,2017,International migrant stock: Both sexes (% total population),3.2865
Chad,2017,International migrant stock: Male (% total Population),3.0244
Chad,2017,International migrant stock: Female (% total Population),3.5492
Chad,2017,Total refugees and people in refugee-like situations (number),400705
Chad,2017,"Asylum seekers, including pending cases (number)",1914
Chad,2017,Other of concern to UNHCR (number),161060
Chad,2017,Total population of concern to UNHCR (number),563679
Chad,2018,Total refugees and people in refugee-like situations (number),445777
Chad,2018,"Asylum seekers, including pending cases (number)",1042
Chad,2018,Other of concern to UNHCR (number),172054
Chad,2018,Total population of concern to UNHCR (number),618873
Channel Islands,2005,International migrant stock: Both sexes (number),70941
Channel Islands,2005,International migrant stock: Both sexes (% total population),45.9778
Channel Islands,2005,International migrant stock: Male (% total Population),44.3312
Channel Islands,2005,International migrant stock: Female (% total Population),47.5663
Channel Islands,2010,International migrant stock: Both sexes (number),77581
Channel Islands,2010,International migrant stock: Both sexes (% total population),48.6154
Channel Islands,2010,International migrant stock: Male (% total Population),46.8073
Channel Islands,2010,International migrant stock: Female (% total Population),50.3866
Channel Islands,2015,International migrant stock: Both sexes (number),82307
Channel Islands,2015,International migrant stock: Both sexes (% total population),50.2614
Channel Islands,2015,International migrant stock: Male (% total Population),48.4536
Channel Islands,2015,International migrant stock: Female (% total Population),52.0445
Channel Islands,2017,International migrant stock: Both sexes (number),83082
Channel Islands,2017,International migrant stock: Both sexes (% total population),50.2571
Channel Islands,2017,International migrant stock: Male (% total Population),48.4274
Channel Islands,2017,International migrant stock: Female (% total Population),52.0553
Chile,2005,International migrant stock: Both sexes (number),273384
Chile,2005,International migrant stock: Both sexes (% total population),1.6931
Chile,2005,International migrant stock: Male (% total Population),1.6201
Chile,2005,International migrant stock: Female (% total Population),1.7646
Chile,2005,Total refugees and people in refugee-like situations (number),806
Chile,2005,"Asylum seekers, including pending cases (number)",107
Chile,2005,Total population of concern to UNHCR (number),913
Chile,2010,International migrant stock: Both sexes (number),369436
Chile,2010,International migrant stock: Both sexes (% total population),2.174
Chile,2010,International migrant stock: Male (% total Population),2.0698
Chile,2010,International migrant stock: Female (% total Population),2.2761
Chile,2010,Total refugees and people in refugee-like situations (number),1621
Chile,2010,"Asylum seekers, including pending cases (number)",274
Chile,2010,Total population of concern to UNHCR (number),1895
Chile,2015,International migrant stock: Both sexes (number),469436
Chile,2015,International migrant stock: Both sexes (% total population),2.6428
Chile,2015,International migrant stock: Male (% total Population),2.5146
Chile,2015,International migrant stock: Female (% total Population),2.7686
Chile,2015,Total refugees and people in refugee-like situations (number),1798
Chile,2015,"Asylum seekers, including pending cases (number)",719
Chile,2015,Total population of concern to UNHCR (number),2517
Chile,2017,International migrant stock: Both sexes (number),488571
Chile,2017,International migrant stock: Both sexes (% total population),2.7061
Chile,2017,International migrant stock: Male (% total Population),2.5741
Chile,2017,International migrant stock: Female (% total Population),2.8356
Chile,2017,Total refugees and people in refugee-like situations (number),1736
Chile,2017,"Asylum seekers, including pending cases (number)",5195
Chile,2017,Total population of concern to UNHCR (number),6931
Chile,2018,Total refugees and people in refugee-like situations (number),2032
Chile,2018,"Asylum seekers, including pending cases (number)",12583
Chile,2018,Other of concern to UNHCR (number),86687
Chile,2018,Total population of concern to UNHCR (number),101302
China,2005,International migrant stock: Both sexes (number),678947
China,2005,International migrant stock: Both sexes (% total population),0.0514
China,2005,International migrant stock: Male (% total Population),0.0559
China,2005,International migrant stock: Female (% total Population),0.0466
China,2005,Total refugees and people in refugee-like situations (number),301041
China,2005,"Asylum seekers, including pending cases (number)",84
China,2005,Other of concern to UNHCR (number),1
China,2005,Total population of concern to UNHCR (number),301126
China,2010,International migrant stock: Both sexes (number),849861
China,2010,International migrant stock: Both sexes (% total population),0.0625
China,2010,International migrant stock: Male (% total Population),0.0723
China,2010,International migrant stock: Female (% total Population),0.0521
China,2010,Total refugees and people in refugee-like situations (number),300986
China,2010,"Asylum seekers, including pending cases (number)",122
China,2010,Total population of concern to UNHCR (number),301108
China,2015,International migrant stock: Both sexes (number),978046
China,2015,International migrant stock: Both sexes (% total population),0.07
China,2015,International migrant stock: Male (% total Population),0.0834
China,2015,International migrant stock: Female (% total Population),0.0558
China,2015,Total refugees and people in refugee-like situations (number),301057
China,2015,"Asylum seekers, including pending cases (number)",564
China,2015,Total population of concern to UNHCR (number),301621
China,2017,International migrant stock: Both sexes (number),999527
China,2017,International migrant stock: Both sexes (% total population),0.0709
China,2017,International migrant stock: Male (% total Population),0.0844
China,2017,International migrant stock: Female (% total Population),0.0565
China,2017,Total refugees and people in refugee-like situations (number),317238
China,2017,"Asylum seekers, including pending cases (number)",732
China,2017,Total population of concern to UNHCR (number),317970
China,2018,Total refugees and people in refugee-like situations (number),321746
China,2018,"Asylum seekers, including pending cases (number)",685
China,2018,Total population of concern to UNHCR (number),322431
"China, Hong Kong SAR",2005,International migrant stock: Both sexes (number),2721235
"China, Hong Kong SAR",2005,International migrant stock: Both sexes (% total population),39.8555
"China, Hong Kong SAR",2005,International migrant stock: Male (% total Population),36.1764
"China, Hong Kong SAR",2005,International migrant stock: Female (% total Population),43.2488
"China, Hong Kong SAR",2005,Total refugees and people in refugee-like situations (number),1934
"China, Hong Kong SAR",2005,"Asylum seekers, including pending cases (number)",1097
"China, Hong Kong SAR",2005,Total population of concern to UNHCR (number),3031
"China, Hong Kong SAR",2010,International migrant stock: Both sexes (number),2779950
"China, Hong Kong SAR",2010,International migrant stock: Both sexes (% total population),39.571
"China, Hong Kong SAR",2010,International migrant stock: Male (% total Population),34.8141
"China, Hong Kong SAR",2010,International migrant stock: Female (% total Population),43.7757
"China, Hong Kong SAR",2010,Total refugees and people in refugee-like situations (number),154
"China, Hong Kong SAR",2010,"Asylum seekers, including pending cases (number)",486
"China, Hong Kong SAR",2010,Other of concern to UNHCR (number),3
"China, Hong Kong SAR",2010,Total population of concern to UNHCR (number),643
"China, Hong Kong SAR",2015,International migrant stock: Both sexes (number),2838665
"China, Hong Kong SAR",2015,International migrant stock: Both sexes (% total population),39.1772
"China, Hong Kong SAR",2015,International migrant stock: Male (% total Population),33.4411
"China, Hong Kong SAR",2015,International migrant stock: Female (% total Population),44.1073
"China, Hong Kong SAR",2015,Total refugees and people in refugee-like situations (number),151
"China, Hong Kong SAR",2015,"Asylum seekers, including pending cases (number)",9940
"China, Hong Kong SAR",2015,Other of concern to UNHCR (number),1
"China, Hong Kong SAR",2015,Total population of concern to UNHCR (number),10092
"China, Hong Kong SAR",2016,Total refugees and people in refugee-like situations (number),140
"China, Hong Kong SAR",2016,"Asylum seekers, including pending cases (number)",2315
"China, Hong Kong SAR",2016,Other of concern to UNHCR (number),1
"China, Hong Kong SAR",2016,Total population of concern to UNHCR (number),2456
"China, Hong Kong SAR",2017,International migrant stock: Both sexes (number),2883051
"China, Hong Kong SAR",2017,International migrant stock: Both sexes (% total population),39.1459
"China, Hong Kong SAR",2017,International migrant stock: Male (% total Population),33.5857
"China, Hong Kong SAR",2017,International migrant stock: Female (% total Population),43.8796
"China, Hong Kong SAR",2017,Total refugees and people in refugee-like situations (number),93
"China, Hong Kong SAR",2017,Other of concern to UNHCR (number),1
"China, Hong Kong SAR",2017,Total population of concern to UNHCR (number),94
"China, Hong Kong SAR",2018,Total refugees and people in refugee-like situations (number),106
"China, Hong Kong SAR",2018,Total population of concern to UNHCR (number),106
"China, Macao SAR",2005,International migrant stock: Both sexes (number),279308
"China, Macao SAR",2005,International migrant stock: Both sexes (% total population),57.8806
"China, Macao SAR",2005,International migrant stock: Male (% total Population),56.8757
"China, Macao SAR",2005,International migrant stock: Female (% total Population),58.7886
"China, Macao SAR",2010,International migrant stock: Both sexes (number),318506
"China, Macao SAR",2010,International migrant stock: Both sexes (% total population),59.3155
"China, Macao SAR",2010,International migrant stock: Male (% total Population),56.816
"China, Macao SAR",2010,International migrant stock: Female (% total Population),61.6215
"China, Macao SAR",2010,"Asylum seekers, including pending cases (number)",9
"China, Macao SAR",2010,Other of concern to UNHCR (number),1
"China, Macao SAR",2010,Total population of concern to UNHCR (number),10
"China, Macao SAR",2015,International migrant stock: Both sexes (number),342703
"China, Macao SAR",2015,International migrant stock: Both sexes (% total population),57.0276
"China, Macao SAR",2015,International migrant stock: Male (% total Population),54.0117
"China, Macao SAR",2015,International migrant stock: Female (% total Population),59.8068
"China, Macao SAR",2015,"Asylum seekers, including pending cases (number)",6
"China, Macao SAR",2015,Total population of concern to UNHCR (number),6
"China, Macao SAR",2017,International migrant stock: Both sexes (number),353654
"China, Macao SAR",2017,International migrant stock: Both sexes (% total population),56.8058
"China, Macao SAR",2017,International migrant stock: Male (% total Population),53.7669
"China, Macao SAR",2017,International migrant stock: Female (% total Population),59.6109
"China, Macao SAR",2017,"Asylum seekers, including pending cases (number)",5
"China, Macao SAR",2017,Total population of concern to UNHCR (number),5
"China, Macao SAR",2018,"Asylum seekers, including pending cases (number)",2
"China, Macao SAR",2018,Total population of concern to UNHCR (number),2
Colombia,2005,International migrant stock: Both sexes (number),107612
Colombia,2005,International migrant stock: Both sexes (% total population),0.2486
Colombia,2005,International migrant stock: Male (% total Population),0.2606
Colombia,2005,International migrant stock: Female (% total Population),0.2369
Colombia,2005,Total refugees and people in refugee-like situations (number),155
Colombia,2005,"Asylum seekers, including pending cases (number)",41
Colombia,2005,Other of concern to UNHCR (number),2000009
Colombia,2005,Total population of concern to UNHCR (number),2000205
Colombia,2010,International migrant stock: Both sexes (number),124271
Colombia,2010,International migrant stock: Both sexes (% total population),0.2706
Colombia,2010,International migrant stock: Male (% total Population),0.2898
Colombia,2010,International migrant stock: Female (% total Population),0.252
Colombia,2010,Total refugees and people in refugee-like situations (number),212
Colombia,2010,"Asylum seekers, including pending cases (number)",167
Colombia,2010,Other of concern to UNHCR (number),3672065
Colombia,2010,Total population of concern to UNHCR (number),3672444
Colombia,2015,International migrant stock: Both sexes (number),139134
Colombia,2015,International migrant stock: Both sexes (% total population),0.2885
Colombia,2015,International migrant stock: Male (% total Population),0.3121
Colombia,2015,International migrant stock: Female (% total Population),0.2656
Colombia,2015,Total refugees and people in refugee-like situations (number),219
Colombia,2015,"Asylum seekers, including pending cases (number)",56
Colombia,2015,Other of concern to UNHCR (number),6520304
Colombia,2015,Total population of concern to UNHCR (number),6520579
Colombia,2017,International migrant stock: Both sexes (number),142319
Colombia,2017,International migrant stock: Both sexes (% total population),0.2901
Colombia,2017,International migrant stock: Male (% total Population),0.314
Colombia,2017,International migrant stock: Female (% total Population),0.2669
Colombia,2017,Total refugees and people in refugee-like situations (number),258
Colombia,2017,"Asylum seekers, including pending cases (number)",542
Colombia,2017,Other of concern to UNHCR (number),7524010
Colombia,2017,Total population of concern to UNHCR (number),7524810
Colombia,2018,Total refugees and people in refugee-like situations (number),282
Colombia,2018,"Asylum seekers, including pending cases (number)",2101
Colombia,2018,Other of concern to UNHCR (number),7869597
Colombia,2018,Total population of concern to UNHCR (number),7871980
Comoros,2005,International migrant stock: Both sexes (number),13209
Comoros,2005,International migrant stock: Both sexes (% total population),2.1596
Comoros,2005,International migrant stock: Male (% total Population),2.0408
Comoros,2005,International migrant stock: Female (% total Population),2.2802
Comoros,2005,Total refugees and people in refugee-like situations (number),1
Comoros,2005,Total population of concern to UNHCR (number),1
Comoros,2010,International migrant stock: Both sexes (number),12618
Comoros,2010,International migrant stock: Both sexes (% total population),1.8295
Comoros,2010,International migrant stock: Male (% total Population),1.7432
Comoros,2010,International migrant stock: Female (% total Population),1.9172
Comoros,2015,International migrant stock: Both sexes (number),12555
Comoros,2015,International migrant stock: Both sexes (% total population),1.6149
Comoros,2015,International migrant stock: Male (% total Population),1.5484
Comoros,2015,International migrant stock: Female (% total Population),1.6826
Comoros,2017,International migrant stock: Both sexes (number),12555
Comoros,2017,International migrant stock: Both sexes (% total population),1.5426
Comoros,2017,International migrant stock: Male (% total Population),1.4788
Comoros,2017,International migrant stock: Female (% total Population),1.6074
Congo,2005,International migrant stock: Both sexes (number),315238
Congo,2005,International migrant stock: Both sexes (% total population),8.4781
Congo,2005,International migrant stock: Male (% total Population),9.2251
Congo,2005,International migrant stock: Female (% total Population),7.7319
Congo,2005,Total refugees and people in refugee-like situations (number),66075
Congo,2005,"Asylum seekers, including pending cases (number)",3486
Congo,2005,Other of concern to UNHCR (number),8079
Congo,2005,Total population of concern to UNHCR (number),77640
Congo,2010,International migrant stock: Both sexes (number),419649
Congo,2010,International migrant stock: Both sexes (% total population),9.5664
Congo,2010,International migrant stock: Male (% total Population),10.4002
Congo,2010,International migrant stock: Female (% total Population),8.7321
Congo,2010,Total refugees and people in refugee-like situations (number),133112
Congo,2010,"Asylum seekers, including pending cases (number)",5524
Congo,2010,Other of concern to UNHCR (number),59
Congo,2010,Total population of concern to UNHCR (number),138695
Congo,2015,International migrant stock: Both sexes (number),392996
Congo,2015,International migrant stock: Both sexes (% total population),7.8668
Congo,2015,International migrant stock: Male (% total Population),8.6146
Congo,2015,International migrant stock: Female (% total Population),7.1183
Congo,2015,Total refugees and people in refugee-like situations (number),61492
Congo,2015,"Asylum seekers, including pending cases (number)",3248
Congo,2015,Other of concern to UNHCR (number),1070
Congo,2015,Total population of concern to UNHCR (number),65810
Congo,2017,International migrant stock: Both sexes (number),398890
Congo,2017,International migrant stock: Both sexes (% total population),7.5824
Congo,2017,International migrant stock: Male (% total Population),8.3031
Congo,2017,International migrant stock: Female (% total Population),6.861
Congo,2017,Total refugees and people in refugee-like situations (number),47436
Congo,2017,"Asylum seekers, including pending cases (number)",6903
Congo,2017,Other of concern to UNHCR (number),84398
Congo,2017,Total population of concern to UNHCR (number),138737
Congo,2018,Total refugees and people in refugee-like situations (number),40740
Congo,2018,"Asylum seekers, including pending cases (number)",7203
Congo,2018,Other of concern to UNHCR (number),172492
Congo,2018,Total population of concern to UNHCR (number),220435
Cook Islands,2005,International migrant stock: Both sexes (number),3277
Cook Islands,2005,International migrant stock: Both sexes (% total population),16.6261
Cook Islands,2010,International migrant stock: Both sexes (number),3769
Cook Islands,2010,International migrant stock: Both sexes (% total population),20.3235
Cook Islands,2015,International migrant stock: Both sexes (number),4152
Cook Islands,2015,International migrant stock: Both sexes (% total population),23.7951
Cook Islands,2017,International migrant stock: Both sexes (number),4213
Cook Islands,2017,International migrant stock: Both sexes (% total population),24.2405
Costa Rica,2005,International migrant stock: Both sexes (number),358175
Costa Rica,2005,International migrant stock: Both sexes (% total population),8.4319
Costa Rica,2005,International migrant stock: Male (% total Population),8.2792
Costa Rica,2005,International migrant stock: Female (% total Population),8.5855
Costa Rica,2005,Total refugees and people in refugee-like situations (number),11253
Costa Rica,2005,"Asylum seekers, including pending cases (number)",223
Costa Rica,2005,Total population of concern to UNHCR (number),11476
Costa Rica,2010,International migrant stock: Both sexes (number),405404
Costa Rica,2010,International migrant stock: Both sexes (% total population),8.9192
Costa Rica,2010,International migrant stock: Male (% total Population),8.6029
Costa Rica,2010,International migrant stock: Female (% total Population),9.2368
Costa Rica,2010,Total refugees and people in refugee-like situations (number),19505
Costa Rica,2010,"Asylum seekers, including pending cases (number)",375
Costa Rica,2010,Other of concern to UNHCR (number),40
Costa Rica,2010,Total population of concern to UNHCR (number),19920
Costa Rica,2015,International migrant stock: Both sexes (number),411697
Costa Rica,2015,International migrant stock: Both sexes (% total population),8.563
Costa Rica,2015,International migrant stock: Male (% total Population),8.2149
