[T24.],Land,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
740,Suriname,2016,Land area (thousand hectares),"15,600",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Arable land (thousand hectares),65,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Permanent crops (thousand hectares),6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Forest cover (thousand hectares),"15,328",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Arable land (% of total land area),0.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Permanent crops (% of total land area),0.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Forest cover (% of total land area),98.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
740,Suriname,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
740,Suriname,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),51.19,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
744,Svalbard and Jan Mayen Is.,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),63.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
744,Svalbard and Jan Mayen Is.,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),67.67,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
744,Svalbard and Jan Mayen Is.,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),67.69,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
748,Eswatini,2005,Land area (thousand hectares),"1,720",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Arable land (thousand hectares),178,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Permanent crops (thousand hectares),14,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Forest cover (thousand hectares),541,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Arable land (% of total land area),10.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Permanent crops (% of total land area),0.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Forest cover (% of total land area),31.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),29.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
748,Eswatini,2010,Land area (thousand hectares),"1,720",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Arable land (thousand hectares),175,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Permanent crops (thousand hectares),15,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Forest cover (thousand hectares),563,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Arable land (% of total land area),10.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Permanent crops (% of total land area),0.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Forest cover (% of total land area),32.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),29.98,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
748,Eswatini,2016,Land area (thousand hectares),"1,720",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Arable land (thousand hectares),175,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Permanent crops (thousand hectares),15,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Forest cover (thousand hectares),591,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Arable land (% of total land area),10.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Permanent crops (% of total land area),0.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Forest cover (% of total land area),34.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
748,Eswatini,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),30.27,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
748,Eswatini,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),30.27,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
752,Sweden,2005,Land area (thousand hectares),"41,034",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Arable land (thousand hectares),"2,698",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Permanent crops (thousand hectares),5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Forest cover (thousand hectares),"28,218",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Arable land (% of total land area),6.6,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Permanent crops (% of total land area),0.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Forest cover (% of total land area),68.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),56.65,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
752,Sweden,2010,Land area (thousand hectares),"41,034",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Arable land (thousand hectares),"2,629",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Permanent crops (thousand hectares),5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Forest cover (thousand hectares),"28,073",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Arable land (% of total land area),6.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Permanent crops (% of total land area),0.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Forest cover (% of total land area),68.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),57.79,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
752,Sweden,2016,Land area (thousand hectares),"40,731",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Arable land (thousand hectares),"2,575",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Permanent crops (thousand hectares),5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Forest cover (thousand hectares),"28,073",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Arable land (% of total land area),6.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Permanent crops (% of total land area),0.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Forest cover (% of total land area),68.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
752,Sweden,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),58.81,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
752,Sweden,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),58.81,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
756,Switzerland,2005,Land area (thousand hectares),"3,952",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Arable land (thousand hectares),406,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Permanent crops (thousand hectares),23,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Forest cover (thousand hectares),"1,217",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Arable land (% of total land area),10.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Permanent crops (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Forest cover (% of total land area),30.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),28.51,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
756,Switzerland,2010,Land area (thousand hectares),"3,952",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Arable land (thousand hectares),405,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Permanent crops (thousand hectares),24,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Forest cover (thousand hectares),"1,235",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Arable land (% of total land area),10.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Permanent crops (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Forest cover (% of total land area),31.3,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),35.22,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
756,Switzerland,2016,Land area (thousand hectares),"3,952",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Arable land (thousand hectares),399,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Permanent crops (thousand hectares),25,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Forest cover (thousand hectares),"1,258",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Arable land (% of total land area),10.1,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Permanent crops (% of total land area),0.6,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Forest cover (% of total land area),31.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
756,Switzerland,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),35.23,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
756,Switzerland,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),35.23,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
760,Syrian Arab Republic,2005,Land area (thousand hectares),"18,357",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Arable land (thousand hectares),"4,675",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Permanent crops (thousand hectares),887,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Forest cover (thousand hectares),461,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Arable land (% of total land area),25.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Permanent crops (% of total land area),4.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Forest cover (% of total land area),2.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),1.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
760,Syrian Arab Republic,2010,Land area (thousand hectares),"18,363",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Arable land (thousand hectares),"4,687",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Permanent crops (thousand hectares),"1,009",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Forest cover (thousand hectares),491,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Arable land (% of total land area),25.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Permanent crops (% of total land area),5.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Forest cover (% of total land area),2.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),1.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
760,Syrian Arab Republic,2016,Land area (thousand hectares),"18,363",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Arable land (thousand hectares),"4,662",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Permanent crops (thousand hectares),"1,071",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Forest cover (thousand hectares),491,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Arable land (% of total land area),25.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Permanent crops (% of total land area),5.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Forest cover (% of total land area),2.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
760,Syrian Arab Republic,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),1.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
760,Syrian Arab Republic,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),1.12,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
762,Tajikistan,2005,Land area (thousand hectares),"13,996",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Arable land (thousand hectares),757,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Permanent crops (thousand hectares),117,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Forest cover (thousand hectares),410,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Arable land (% of total land area),5.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Permanent crops (% of total land area),0.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Forest cover (% of total land area),2.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),20.46,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
762,Tajikistan,2010,Land area (thousand hectares),"13,996",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Arable land (thousand hectares),748,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Permanent crops (thousand hectares),133,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Forest cover (thousand hectares),410,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Arable land (% of total land area),5.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Permanent crops (% of total land area),1.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Forest cover (% of total land area),2.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),20.46,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
762,Tajikistan,2016,Land area (thousand hectares),"13,879",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Arable land (thousand hectares),730,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Permanent crops (thousand hectares),133,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Forest cover (thousand hectares),412,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Arable land (% of total land area),5.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Permanent crops (% of total land area),1.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Forest cover (% of total land area),3.0,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
762,Tajikistan,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),20.99,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
762,Tajikistan,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),20.99,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
764,Thailand,2005,Land area (thousand hectares),"51,089",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Arable land (thousand hectares),"15,200",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Permanent crops (thousand hectares),"3,610",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Forest cover (thousand hectares),"16,100",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Arable land (% of total land area),29.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Permanent crops (% of total land area),7.1,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Forest cover (% of total land area),31.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),67.95,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
764,Thailand,2010,Land area (thousand hectares),"51,089",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Arable land (thousand hectares),"15,760",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Permanent crops (thousand hectares),"4,500",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Forest cover (thousand hectares),"16,249",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Arable land (% of total land area),30.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Permanent crops (% of total land area),8.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Forest cover (% of total land area),31.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),71.01,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
764,Thailand,2016,Land area (thousand hectares),"51,089",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Arable land (thousand hectares),"16,810",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Permanent crops (thousand hectares),"4,500",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Forest cover (thousand hectares),"16,429",Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Arable land (% of total land area),32.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Permanent crops (% of total land area),8.8,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Forest cover (% of total land area),32.2,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
764,Thailand,2016,Important sites for terrestrial biodiversity protected (% of total sites protected),71.74,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
764,Thailand,2018,Important sites for terrestrial biodiversity protected (% of total sites protected),71.74,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCWC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, May 2018."
626,Timor-Leste,2005,Land area (thousand hectares),"1,487",,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed October 2018."
